项目名称,id,确权区域ID,初始日期,项目进展情况,填海情况,填海超面积情况,海域使用上报情况,动态监测情况,违法情况,用海调整情况,调整上报情况,调整上报审批情况,确权发证情况,受益方上报情况,受益方上报审批情况,relevance
项目名称431,431,311,2015-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称177,177,121,2013-05-01,开工,填海,超面积,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1969,1969,1436,2016-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称434,434,312,2012-03-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2226,2226,1625,2016-04-01,开工,填海,超面积,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称947,947,686,2015-05-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1971,1971,1437,2012-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2484,2484,1822,2012-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1207,1207,861,2012-06-01,竣工,未填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1719,1719,1236,2013-04-01,开工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2234,2234,1630,2012-06-01,开工,未填海,正常,上报预警,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1468,1468,1046,2012-02-01,开工,填海,正常,已上报,未监测,违法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称189,189,129,2015-05-01,竣工,未填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称957,957,693,2012-06-01,竣工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1213,1213,867,2013-05-01,开工,未填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1469,1469,1046,2015-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2493,2493,1829,2011-06-01,开工,填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1726,1726,1243,2013-04-01,开工,未填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2238,2238,1633,2012-02-01,开工,填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称703,703,502,2013-06-01,竣工,未填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2239,2239,1634,2010-05-01,开工,未填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2495,2495,1831,2012-06-01,开工,未填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称960,960,694,2013-03-01,开工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1216,1216,868,2011-04-01,验收,填海,超面积,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1985,1985,1446,2014-04-01,竣工,填海,正常,上报预警,未监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2241,2241,1636,2016-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称194,194,132,2016-05-01,竣工,未填海,超面积,已上报,已监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称706,706,504,2012-06-01,竣工,填海,超面积,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1474,1474,1050,2010-04-01,竣工,填海,超面积,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称707,707,505,2015-04-01,竣工,填海,正常,已上报,已监测,违法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1219,1219,870,2013-06-01,开工,未填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1476,1476,1050,2013-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称1221,1221,872,2011-02-01,开工,填海,正常,上报预警,未监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1733,1733,1247,2011-03-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1989,1989,1451,2010-03-01,开工,未填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2245,2245,1639,2013-05-01,验收,填海,正常,已上报,未监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2503,2503,1836,2013-06-01,竣工,未填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2248,2248,1640,2013-06-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称457,457,326,2012-06-01,开工,未填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称969,969,700,2016-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称970,970,700,2016-06-01,开工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2507,2507,1839,2012-05-01,开工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称460,460,328,2016-05-01,竣工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2252,2252,1643,2012-03-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称461,461,329,2016-05-01,开工,未填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称717,717,512,2015-06-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称973,973,703,2015-04-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1486,1486,1062,2016-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称463,463,331,2015-05-01,开工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称719,719,514,2016-06-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1999,1999,1459,2016-05-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2255,2255,1644,2011-06-01,竣工,填海,正常,已上报,未监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2511,2511,1841,2016-04-01,开工,填海,超面积,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1232,1232,880,2014-06-01,开工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2001,2001,1459,2014-05-01,竣工,填海,超面积,上报预警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1490,1490,1064,2012-05-01,开工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称1746,1746,1258,2016-02-01,开工,填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2002,2002,1460,2016-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称211,211,144,2015-05-01,竣工,未填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称979,979,707,2016-05-01,开工,填海,超面积,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2003,2003,1460,2012-05-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称724,724,517,2012-04-01,验收,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2516,2516,1845,2012-06-01,开工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称469,469,335,2012-05-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2005,2005,1461,2014-06-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2261,2261,1650,2015-02-01,竣工,未填海,超面积,已上报,未监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称470,470,335,2011-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称983,983,711,2016-04-01,竣工,未填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1752,1752,1264,2014-02-01,竣工,未填海,超面积,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2520,2520,1847,2016-06-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称473,473,337,2014-05-01,竣工,填海,正常,上报预警,已监测,违法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称729,729,521,2015-04-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1241,1241,889,2015-06-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1497,1497,1070,2015-06-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2521,2521,1848,2016-03-01,竣工,未填海,正常,已上报,已监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称730,730,522,2013-05-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1754,1754,1265,2013-06-01,开工,填海,超面积,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2011,2011,1465,2015-05-01,开工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2012,2012,1466,2010-03-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称989,989,715,2016-05-01,验收,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称478,478,339,2012-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称734,734,524,2011-04-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2014,2014,1468,2016-04-01,竣工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2271,2271,1657,2011-05-01,竣工,未填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称736,736,526,2013-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称225,225,155,2016-04-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1761,1761,1271,2013-04-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2017,2017,1470,2014-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称994,994,720,2015-05-01,竣工,未填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1764,1764,1274,2011-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2020,2020,1472,2013-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2278,2278,1663,2013-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2534,2534,1856,2016-02-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1255,1255,898,2012-05-01,验收,未填海,正常,已上报,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称1000,1000,727,2013-03-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1512,1512,1082,2011-04-01,竣工,填海,超面积,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1768,1768,1277,2015-03-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1513,1513,1083,2014-05-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2281,2281,1664,2011-05-01,竣工,未填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2537,2537,1857,2015-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2282,2282,1664,2014-06-01,竣工,填海,超面积,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称235,235,163,2016-04-01,竣工,填海,超面积,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2027,2027,1479,2010-04-01,开工,填海,超面积,上报预警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1004,1004,728,2016-02-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2029,2029,1481,2015-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1518,1518,1086,2011-06-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1774,1774,1282,2013-02-01,开工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1263,1263,902,2014-05-01,竣工,填海,超面积,已上报,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2031,2031,1482,2013-05-01,竣工,填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1520,1520,1087,2015-05-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称242,242,168,2013-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2290,2290,1669,2013-03-01,验收,未填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1267,1267,906,2012-04-01,竣工,填海,超面积,已上报,已监测,违法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1523,1523,1088,2011-06-01,开工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2035,2035,1486,2016-06-01,竣工,未填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2547,2547,1865,2015-04-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称244,244,170,2011-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2036,2036,1487,2016-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称502,502,357,2016-05-01,竣工,填海,超面积,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称758,758,541,2013-02-01,竣工,填海,超面积,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2550,2550,1869,2012-06-01,竣工,未填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1272,1272,912,2014-06-01,开工,未填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1784,1784,1291,2012-02-01,竣工,未填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2040,2040,1490,2016-04-01,竣工,填海,正常,已上报,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2553,2553,1871,2014-03-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1530,1530,1094,2015-06-01,验收,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2298,2298,1674,2013-05-01,开工,未填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2554,2554,1872,2014-06-01,开工,未填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1275,1275,913,2011-02-01,竣工,填海,超面积,已上报,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000023554525796498638
项目名称2043,2043,1492,2011-04-01,竣工,未填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称764,764,545,2011-05-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称765,765,546,2015-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2045,2045,1494,2016-06-01,开工,填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2557,2557,1876,2014-06-01,竣工,填海,超面积,已上报,未监测,违法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称255,255,178,2014-04-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1535,1535,1099,2011-04-01,竣工,填海,超面积,上报预警,已监测,合法,有调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称1791,1791,1297,2016-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称2559,2559,1878,2016-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,已上报,已通过,0.00000023554525796498638
项目名称512,512,366,2014-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称258,258,181,2015-04-01,开工,填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2050,2050,1498,2014-05-01,竣工,未填海,超面积,上报预警,未监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称772,772,551,2013-06-01,开工,填海,超面积,上报预警,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2313,2313,1688,2016-04-01,竣工,填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称1291,1291,925,2011-02-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2060,2060,1507,2012-06-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2062,2062,1508,2015-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2069,2069,1513,2010-05-01,开工,填海,超面积,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称1305,1305,935,2013-04-01,验收,填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1055,1055,763,2011-05-01,竣工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1056,1056,763,2014-05-01,竣工,填海,正常,上报预警,已监测,违法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2080,2080,1521,2011-05-01,竣工,填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称33,33,23,2013-06-01,竣工,填海,正常,已上报,已监测,合法,无调整,未上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1057,1057,764,2015-06-01,开工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称290,290,207,2012-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称1319,1319,945,2016-04-01,竣工,未填海,超面积,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称299,299,216,2014-03-01,竣工,未填海,超面积,上报预警,未监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1067,1067,768,2016-04-01,竣工,填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2095,2095,1530,2015-05-01,竣工,未填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2354,2354,1719,2014-04-01,开工,填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2102,2102,1536,2015-06-01,竣工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称311,311,226,2016-04-01,竣工,填海,正常,上报预警,未监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称569,569,412,2015-06-01,开工,填海,正常,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2361,2361,1726,2014-04-01,开工,填海,超面积,上报预警,未监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称1599,1599,1146,2013-02-01,开工,未填海,正常,上报预警,未监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称66,66,49,2015-03-01,竣工,填海,超面积,已上报,已监测,合法,无调整,未上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1092,1092,786,2012-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称70,70,52,2013-06-01,竣工,填海,正常,已上报,未监测,违法,无调整,未上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称2120,2120,1552,2016-05-01,开工,未填海,正常,上报预警,已监测,合法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称333,333,240,2014-06-01,竣工,填海,超面积,上报预警,未监测,违法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1613,1613,1152,2012-05-01,竣工,填海,正常,已上报,未监测,合法,无调整,未上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称80,80,60,2015-06-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称336,336,243,2015-05-01,开工,填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称1361,1361,973,2012-06-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1874,1874,1364,2013-04-01,竣工,填海,正常,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2132,2132,1558,2010-04-01,开工,填海,正常,上报预警,已监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称341,341,248,2015-06-01,竣工,未填海,正常,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2141,2141,1565,2012-05-01,竣工,未填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称355,355,256,2015-03-01,开工,未填海,正常,上报预警,已监测,合法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称869,869,628,2015-05-01,竣工,填海,正常,上报预警,已监测,合法,有调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
项目名称2149,2149,1569,2013-05-01,竣工,填海,正常,上报预警,未监测,违法,无调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1382,1382,989,2013-04-01,竣工,填海,正常,上报预警,未监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称361,361,258,2011-04-01,竣工,填海,正常,上报预警,已监测,合法,有调整,已上报,已通过,已发证,未上报,已通过,0.00000011777262898249319
项目名称1641,1641,1169,2014-03-01,竣工,未填海,超面积,上报预警,已监测,违法,无调整,未上报,已通过,已发证,已上报,已通过,0.00000011777262898249319
